학교 id,공급_X,공급_Y,수요지 id,수요_X,수요_Y,위도_범위,경도_범위,버스정류장_개수
F1,126.54392107334832,37.46729212308389,C101,126.6035048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6035048]",9
F1,126.54392107334832,37.46729212308389,C102,126.6065048,37.4517824,"[37.4517824, 37.46729212308389]","[126.54392107334832, 126.6065048]",17
F1,126.54392107334832,37.46729212308389,C103,126.6155048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6155048]",12
F1,126.54392107334832,37.46729212308389,C104,126.6175048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6175048]",13
F1,126.54392107334832,37.46729212308389,C105,126.6175048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6175048]",18
F1,126.54392107334832,37.46729212308389,C106,126.6175048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6175048]",29
F1,126.54392107334832,37.46729212308389,C107,126.6185048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6185048]",8
F1,126.54392107334832,37.46729212308389,C108,126.6185048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6185048]",14
F1,126.54392107334832,37.46729212308389,C109,126.6185048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6185048]",19
F1,126.54392107334832,37.46729212308389,C110,126.6195048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6195048]",10
F1,126.54392107334832,37.46729212308389,C111,126.6195048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6195048]",16
F1,126.54392107334832,37.46729212308389,C112,126.6195048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6195048]",21
F1,126.54392107334832,37.46729212308389,C113,126.6195048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6195048]",34
F1,126.54392107334832,37.46729212308389,C114,126.6195048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6195048]",34
F1,126.54392107334832,37.46729212308389,C115,126.6195048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6195048]",34
F1,126.54392107334832,37.46729212308389,C116,126.6205048,37.4487824,"[37.4487824, 37.46729212308389]","[126.54392107334832, 126.6205048]",31
F1,126.54392107334832,37.46729212308389,C117,126.6205048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.6205048]",8
F1,126.54392107334832,37.46729212308389,C118,126.6205048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6205048]",16
F1,126.54392107334832,37.46729212308389,C119,126.6205048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6205048]",21
F1,126.54392107334832,37.46729212308389,C120,126.6205048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6205048]",34
F1,126.54392107334832,37.46729212308389,C121,126.6205048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6205048]",34
F1,126.54392107334832,37.46729212308389,C122,126.6205048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6205048]",34
F1,126.54392107334832,37.46729212308389,C123,126.6205048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6205048]",34
F1,126.54392107334832,37.46729212308389,C124,126.6215048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6215048]",16
F1,126.54392107334832,37.46729212308389,C125,126.6215048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6215048]",21
F1,126.54392107334832,37.46729212308389,C126,126.6215048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6215048]",34
F1,126.54392107334832,37.46729212308389,C127,126.6215048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6215048]",36
F1,126.54392107334832,37.46729212308389,C128,126.6215048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.6215048]",39
F1,126.54392107334832,37.46729212308389,C129,126.6225048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6225048]",8
F1,126.54392107334832,37.46729212308389,C130,126.6225048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6225048]",38
F1,126.54392107334832,37.46729212308389,C131,126.6225048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6225048]",38
F1,126.54392107334832,37.46729212308389,C132,126.6225048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6225048]",40
F1,126.54392107334832,37.46729212308389,C133,126.6225048,37.4857824,"[37.46729212308389, 37.4857824]","[126.54392107334832, 126.6225048]",43
F1,126.54392107334832,37.46729212308389,C134,126.6225048,37.4867824,"[37.46729212308389, 37.4867824]","[126.54392107334832, 126.6225048]",48
F1,126.54392107334832,37.46729212308389,C135,126.6235048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6235048]",39
F1,126.54392107334832,37.46729212308389,C136,126.6235048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6235048]",39
F1,126.54392107334832,37.46729212308389,C137,126.6235048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6235048]",41
F1,126.54392107334832,37.46729212308389,C138,126.6245048,37.4467824,"[37.4467824, 37.46729212308389]","[126.54392107334832, 126.6245048]",37
F1,126.54392107334832,37.46729212308389,C139,126.6245048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6245048]",10
F1,126.54392107334832,37.46729212308389,C140,126.6245048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6245048]",40
F1,126.54392107334832,37.46729212308389,C141,126.6245048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6245048]",42
F1,126.54392107334832,37.46729212308389,C142,126.6245048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6245048]",44
F1,126.54392107334832,37.46729212308389,C143,126.6245048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6245048]",47
F1,126.54392107334832,37.46729212308389,C144,126.6255048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6255048]",10
F1,126.54392107334832,37.46729212308389,C145,126.6255048,37.4747824,"[37.46729212308389, 37.4747824]","[126.54392107334832, 126.6255048]",16
F1,126.54392107334832,37.46729212308389,C146,126.6255048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6255048]",16
F1,126.54392107334832,37.46729212308389,C147,126.6255048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6255048]",22
F1,126.54392107334832,37.46729212308389,C148,126.6255048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6255048]",42
F1,126.54392107334832,37.46729212308389,C149,126.6255048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6255048]",44
F1,126.54392107334832,37.46729212308389,C150,126.6255048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6255048]",46
F1,126.54392107334832,37.46729212308389,C151,126.6255048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6255048]",49
F1,126.54392107334832,37.46729212308389,C152,126.6255048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6255048]",50
F1,126.54392107334832,37.46729212308389,C153,126.6265048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6265048]",14
F1,126.54392107334832,37.46729212308389,C154,126.6265048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6265048]",20
F1,126.54392107334832,37.46729212308389,C155,126.6265048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6265048]",44
F1,126.54392107334832,37.46729212308389,C156,126.6265048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6265048]",46
F1,126.54392107334832,37.46729212308389,C157,126.6265048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6265048]",48
F1,126.54392107334832,37.46729212308389,C158,126.6265048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6265048]",50
F1,126.54392107334832,37.46729212308389,C159,126.6265048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6265048]",53
F1,126.54392107334832,37.46729212308389,C160,126.6265048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6265048]",55
F1,126.54392107334832,37.46729212308389,C161,126.6275048,37.4687824,"[37.46729212308389, 37.4687824]","[126.54392107334832, 126.6275048]",1
F1,126.54392107334832,37.46729212308389,C162,126.6275048,37.4727824,"[37.46729212308389, 37.4727824]","[126.54392107334832, 126.6275048]",15
F1,126.54392107334832,37.46729212308389,C163,126.6275048,37.4737824,"[37.46729212308389, 37.4737824]","[126.54392107334832, 126.6275048]",19
F1,126.54392107334832,37.46729212308389,C164,126.6275048,37.4747824,"[37.46729212308389, 37.4747824]","[126.54392107334832, 126.6275048]",21
F1,126.54392107334832,37.46729212308389,C165,126.6275048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6275048]",23
F1,126.54392107334832,37.46729212308389,C166,126.6275048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6275048]",29
F1,126.54392107334832,37.46729212308389,C167,126.6275048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6275048]",47
F1,126.54392107334832,37.46729212308389,C168,126.6275048,37.4797824,"[37.46729212308389, 37.4797824]","[126.54392107334832, 126.6275048]",51
F1,126.54392107334832,37.46729212308389,C169,126.6275048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6275048]",53
F1,126.54392107334832,37.46729212308389,C170,126.6275048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6275048]",59
F1,126.54392107334832,37.46729212308389,C171,126.6285048,37.4667824,"[37.4667824, 37.46729212308389]","[126.54392107334832, 126.6285048]",1
F1,126.54392107334832,37.46729212308389,C172,126.6285048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6285048]",0
F1,126.54392107334832,37.46729212308389,C173,126.6285048,37.4757824,"[37.46729212308389, 37.4757824]","[126.54392107334832, 126.6285048]",25
F1,126.54392107334832,37.46729212308389,C174,126.6285048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6285048]",36
F1,126.54392107334832,37.46729212308389,C175,126.6285048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6285048]",49
F1,126.54392107334832,37.46729212308389,C176,126.6285048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6285048]",55
F1,126.54392107334832,37.46729212308389,C177,126.6285048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6285048]",58
F1,126.54392107334832,37.46729212308389,C178,126.6295048,37.4657824,"[37.4657824, 37.46729212308389]","[126.54392107334832, 126.6295048]",1
F1,126.54392107334832,37.46729212308389,C179,126.6295048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6295048]",0
F1,126.54392107334832,37.46729212308389,C180,126.6295048,37.4687824,"[37.46729212308389, 37.4687824]","[126.54392107334832, 126.6295048]",1
F1,126.54392107334832,37.46729212308389,C181,126.6295048,37.4697824,"[37.46729212308389, 37.4697824]","[126.54392107334832, 126.6295048]",5
F1,126.54392107334832,37.46729212308389,C182,126.6295048,37.4717824,"[37.46729212308389, 37.4717824]","[126.54392107334832, 126.6295048]",14
F1,126.54392107334832,37.46729212308389,C183,126.6295048,37.4767824,"[37.46729212308389, 37.4767824]","[126.54392107334832, 126.6295048]",34
F1,126.54392107334832,37.46729212308389,C184,126.6295048,37.4777824,"[37.46729212308389, 37.4777824]","[126.54392107334832, 126.6295048]",39
F1,126.54392107334832,37.46729212308389,C185,126.6295048,37.47878239999999,"[37.46729212308389, 37.47878239999999]","[126.54392107334832, 126.6295048]",52
F1,126.54392107334832,37.46729212308389,C186,126.6295048,37.4807824,"[37.46729212308389, 37.4807824]","[126.54392107334832, 126.6295048]",58
F1,126.54392107334832,37.46729212308389,C187,126.6295048,37.48178239999999,"[37.46729212308389, 37.48178239999999]","[126.54392107334832, 126.6295048]",62
F1,126.54392107334832,37.46729212308389,C188,126.6295048,37.4827824,"[37.46729212308389, 37.4827824]","[126.54392107334832, 126.6295048]",63
F1,126.54392107334832,37.46729212308389,C189,126.6295048,37.4837824,"[37.46729212308389, 37.4837824]","[126.54392107334832, 126.6295048]",67
F1,126.54392107334832,37.46729212308389,C190,126.6295048,37.48478239999999,"[37.46729212308389, 37.48478239999999]","[126.54392107334832, 126.6295048]",71
F1,126.54392107334832,37.46729212308389,C191,126.6305048,37.4667824,"[37.4667824, 37.46729212308389]","[126.54392107334832, 126.6305048]",1
F1,126.54392107334832,37.46729212308389,C192,126.6305048,37.4677824,"[37.46729212308389, 37.4677824]","[126.54392107334832, 126.6305048]",0
F1,126.54392107334832,37.46729212308389,C193,126.6305048,37.4717824,"[37.46729212308389, 37.4717824]","[126.54392107334832, 126.6305048]",15
